,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
126,banda aceh,57.7575,57.7575,77.0,94,40,3.44,MU,1618861909
127,banda aceh,-57.5667,-57.5667,86.0,51,20,4.61,PY,1618861909
128,banda aceh,-6.589,-6.589,39.2,93,20,11.5,FO,1618861909
129,banda aceh,131.2333,131.2333,49.96,66,0,5.95,JP,1618861910
130,banda aceh,155.6333,155.6333,78.62,82,82,3.49,PG,1618861910
131,banda aceh,169.8464,169.8464,48.99,72,1,1.99,NZ,1618861910
132,banda aceh,-57.6017,-57.6017,93.2,55,40,6.91,BR,1618861911
133,banda aceh,54.0924,54.0924,82.4,78,0,3.44,OM,1618861911
134,banda aceh,-127.4199,-127.4199,55.4,71,40,5.75,CA,1618861912
135,banda aceh,-114.0611,-114.0611,79.9,26,0,14.61,MX,1618861912
136,banda aceh,91.6419,91.6419,47.21,41,65,13.24,MN,1618861913
137,banda aceh,-165.4064,-165.4064,37.4,65,1,6.91,US,1618861913
138,banda aceh,-15.2082,-15.2082,41.0,70,75,12.66,IS,1618861913
139,banda aceh,166.4572,166.4572,79.0,100,90,5.75,NC,1618861914
140,banda aceh,142.3475,142.3475,75.97,80,99,3.49,PG,1618861914
141,banda aceh,122.298,122.298,55.45,80,0,10.25,CN,1618861915
142,banda aceh,135.8667,135.8667,60.48,81,5,15.75,AU,1618861915
143,banda aceh,-37.6368,-37.6368,24.8,74,20,12.66,GL,1618861916
144,banda aceh,-121.6555,-121.6555,60.01,67,20,8.05,US,1618861656
145,banda aceh,21.5482,21.5482,71.98,25,84,24.49,LY,1618861916
146,banda aceh,18.4232,18.4232,64.0,67,0,4.61,ZA,1618861916
147,banda aceh,-52.0,-52.0,80.83,82,92,1.9,BR,1618861917
148,banda aceh,15.3878,15.3878,42.8,70,0,2.3,NO,1618861917
149,banda aceh,80.8572,80.8572,9.68,90,98,12.66,RU,1618861918
150,banda aceh,27.9116,27.9116,65.26,76,100,6.8,ZA,1618861918
151,banda aceh,114.6,114.6,55.4,88,0,6.91,AU,1618861918
152,banda aceh,135.315,135.315,26.69,88,100,20.98,RU,1618861919
153,banda aceh,102.2655,102.2655,75.76,87,67,3.18,ID,1618861919
154,banda aceh,41.7381,41.7381,65.79,66,100,7.14,GE,1618861920
155,banda aceh,-73.8203,-73.8203,55.99,82,75,2.3,CL,1618861925
156,banda aceh,150.1833,150.1833,54.0,78,0,3.0,AU,1618861925
157,banda aceh,17.9442,17.9442,68.0,56,9,6.91,ZA,1618861926
158,banda aceh,106.9167,106.9167,74.53,93,99,3.87,VN,1618861926
159,banda aceh,26.9589,26.9589,57.2,72,20,11.5,GR,1618861927
160,banda aceh,-139.0333,-139.0333,79.7,80,23,18.97,PF,1618861927
161,banda aceh,-112.0099,-112.0099,79.0,11,0,4.0,US,1618861927
162,banda aceh,140.8333,140.8333,44.6,100,20,2.3,JP,1618861928
163,banda aceh,114.0833,114.0833,-16.56,100,89,3.47,RU,1618861928
164,banda aceh,31.5833,31.5833,50.09,94,100,4.52,TR,1618861773
165,banda aceh,-101.2541,-101.2541,30.2,64,90,4.61,CA,1618861661
166,banda aceh,-58.6198,-58.6198,77.0,44,0,12.66,AR,1618861813
167,banda aceh,-75.1638,-75.1638,64.0,42,90,16.11,US,1618861813
168,banda aceh,42.4509,42.4509,64.4,44,20,6.91,SA,1618861929
169,banda aceh,-77.6139,-77.6139,73.13,71,64,10.45,PE,1618861930
170,banda aceh,166.4372,166.4372,14.47,90,29,4.29,RU,1618861930
171,banda aceh,100.3354,100.3354,77.0,94,40,11.5,MY,1618861930
172,banda aceh,-46.05,-46.05,42.8,36,75,8.05,GL,1618861931
173,banda aceh,114.1577,114.1577,72.0,77,100,1.99,HK,1618861931
174,banda aceh,14.5806,14.5806,73.56,83,88,0.85,CG,1618861932
175,banda aceh,67.7975,67.7975,29.75,89,100,17.02,RU,1618861932
176,banda aceh,7.3853,7.3853,92.89,5,6,7.83,NE,1618861932
177,banda aceh,-45.2371,-45.2371,33.69,73,100,9.33,GL,1618861933
178,banda aceh,103.1408,103.1408,77.0,94,20,1.14,MY,1618861933
179,banda aceh,135.9833,135.9833,49.23,72,0,5.84,JP,1618861934
180,banda aceh,13.1875,13.1875,59.45,50,0,8.01,LY,1618861934
181,banda aceh,-73.65,-73.65,58.3,96,100,15.9,CL,1618861934
182,banda aceh,113.2792,113.2792,38.73,29,0,4.05,MN,1618861935
183,banda aceh,-51.995,-51.995,78.94,91,75,0.94,BR,1618861935
184,banda aceh,-98.75,-98.75,85.35,45,33,10.29,MX,1618861936
185,banda aceh,-115.7999,-115.7999,42.8,49,72,4.61,CA,1618861936
186,banda aceh,105.7244,105.7244,80.96,80,99,8.14,VN,1618861937
187,banda aceh,94.2167,94.2167,70.0,71,39,13.06,IN,1618861937
188,banda aceh,149.7167,149.7167,43.0,90,0,9.8,AU,1618861937
189,banda aceh,-100.351,-100.351,39.0,44,90,14.97,US,1618861746
190,banda aceh,127.6694,127.6694,64.4,68,20,9.22,JP,1618861938
191,banda aceh,136.4192,136.4192,75.2,100,90,5.77,AU,1618861938
192,banda aceh,34.1331,34.1331,77.11,47,95,15.95,UG,1618861939
193,banda aceh,132.9,132.9,13.96,91,100,4.97,RU,1618861939
194,banda aceh,-97.0667,-97.0667,84.2,70,40,6.91,MX,1618861940
195,banda aceh,87.9833,87.9833,-3.17,97,13,7.74,RU,1618861940
196,banda aceh,80.6,80.6,86.65,14,45,2.91,IN,1618861941
197,banda aceh,159.9667,159.9667,32.09,70,100,10.45,RU,1618861941
198,banda aceh,-16.3333,-16.3333,66.2,77,40,8.05,PT,1618861941
199,banda aceh,135.8,135.8,21.0,97,100,3.13,RU,1618861942
200,banda aceh,-60.1458,-60.1458,82.4,69,75,5.75,BR,1618861942
201,banda aceh,-50.2056,-50.2056,71.67,66,73,11.61,BR,1618861943
202,banda aceh,91.3903,91.3903,24.8,58,40,8.95,RU,1618861943
203,banda aceh,46.7219,46.7219,84.2,15,0,6.91,SA,1618861943
204,banda aceh,-61.6833,-61.6833,87.01,65,23,5.99,TT,1618861944
205,banda aceh,-6.6083,-6.6083,77.27,88,100,1.41,CI,1618861944
206,banda aceh,117.0645,117.0645,81.55,71,98,15.05,PH,1618861945
207,banda aceh,-56.0861,-56.0861,86.0,62,20,6.91,BR,1618861950
208,banda aceh,113.6,113.6,21.43,44,28,2.13,RU,1618861951
209,banda aceh,50.263,50.263,56.32,70,100,12.03,KZ,1618861951
210,banda aceh,104.0833,104.0833,73.98,94,29,0.45,ID,1618861952
211,banda aceh,6.6147,6.6147,51.8,62,0,2.3,DZ,1618861952
212,banda aceh,-2.2405,-2.2405,80.98,82,96,6.78,GH,1618861952
213,banda aceh,81.8167,81.8167,79.48,82,91,2.82,LK,1618861953
214,banda aceh,36.4367,36.4367,53.4,65,100,4.07,UA,1618861953
215,banda aceh,12.1522,12.1522,81.46,73,6,5.21,AO,1618861953
216,banda aceh,120.4583,120.4583,75.67,79,55,9.37,PH,1618861954
217,banda aceh,34.5333,34.5333,75.09,22,70,2.77,ET,1618861954
218,banda aceh,124.7333,124.7333,23.47,47,0,11.32,CN,1618861955
219,banda aceh,167.7167,167.7167,46.96,92,12,3.02,NZ,1618861955
220,banda aceh,147.1797,147.1797,76.6,88,100,3.62,PG,1618861956
221,banda aceh,170.1,170.1,43.27,84,5,3.87,NZ,1618861956
222,banda aceh,24.7314,24.7314,59.0,91,100,1.01,ZA,1618861956
223,banda aceh,-80.8222,-80.8222,80.26,60,32,14.9,PE,1618861957
224,banda aceh,58.357,58.357,74.79,16,1,8.52,IR,1618861936
225,banda aceh,141.8833,141.8833,47.23,82,5,8.68,JP,1618861957
226,banda aceh,9.9475,9.9475,37.0,100,97,2.62,AT,1618861958
227,banda aceh,-63.1667,-63.1667,78.8,83,75,17.27,BO,1618861958
228,banda aceh,58.1442,58.1442,36.81,63,100,19.35,KZ,1618861959
229,banda aceh,-125.7533,-125.7533,50.0,29,7,4.61,CA,1618861959
230,banda aceh,-68.5914,-68.5914,8.6,85,20,20.71,CA,1618861959
231,banda aceh,-179.1667,-179.1667,21.67,76,0,4.36,RU,1618861960
232,banda aceh,-56.1549,-56.1549,9.93,76,26,7.0,GL,1618861960
233,banda aceh,146.4167,146.4167,16.07,91,100,9.8,RU,1618861961
234,banda aceh,6.5569,6.5569,93.2,36,0,6.91,NG,1618861961
235,banda aceh,-63.0578,-63.0578,86.0,65,20,14.97,AI,1618861670
236,banda aceh,-79.55,-79.55,84.2,42,75,5.75,EC,1618861962
237,banda aceh,-100.4995,-100.4995,70.0,49,75,6.91,US,1618861827
238,banda aceh,129.2139,129.2139,50.0,53,0,3.44,KR,1618861962
239,banda aceh,-70.7081,-70.7081,75.99,26,0,3.0,CL,1618861963
240,banda aceh,12.2,12.2,77.13,92,100,8.66,AO,1618861963
241,banda aceh,16.4333,16.4333,61.12,92,98,7.7,NA,1618861964
242,banda aceh,-10.0711,-10.0711,83.98,7,1,4.12,MR,1618861964
243,banda aceh,-38.5019,-38.5019,74.97,89,100,2.84,BR,1618861965
244,banda aceh,88.1667,88.1667,7.65,95,93,8.21,RU,1618861965
245,banda aceh,19.1167,19.1167,68.68,27,0,10.09,NA,1618861966
246,banda aceh,55.7679,55.7679,75.2,94,75,3.44,RE,1618861966
247,banda aceh,-59.5333,-59.5333,84.2,51,20,21.85,BB,1618861927
248,banda aceh,54.856,54.856,30.29,74,82,6.69,RU,1618861967
249,banda aceh,78.4932,78.4932,51.89,28,6,9.19,IN,1618861967
250,banda aceh,-156.47,-156.47,78.8,69,1,3.44,US,1618861967
251,banda aceh,98.3,98.3,50.43,36,83,4.03,CN,1618861968
252,banda aceh,-122.1771,-122.1771,70.0,39,1,2.93,US,1618861742
253,banda aceh,55.4781,55.4781,75.2,94,75,3.44,RE,1618861968
254,banda aceh,14.2845,14.2845,82.99,45,4,5.01,NA,1618861969
255,banda aceh,118.5667,118.5667,71.6,78,0,4.61,AU,1618861969
256,banda aceh,22.8833,22.8833,50.0,87,90,3.44,RO,1618861975
257,banda aceh,156.8419,156.8419,82.13,77,100,3.0,SB,1618861975
258,banda aceh,43.5556,43.5556,57.79,74,82,1.97,GE,1618861975
259,banda aceh,129.4833,129.4833,59.7,62,0,9.04,JP,1618861932
260,banda aceh,7.1063,7.1063,80.37,74,100,5.88,NG,1618861976
261,banda aceh,57.6608,57.6608,77.0,85,22,1.99,MU,1618861976
262,banda aceh,54.3671,54.3671,68.29,45,37,4.79,TM,1618861977
263,banda aceh,-76.5119,-76.5119,60.01,76,1,8.05,US,1618861977
264,banda aceh,71.4753,71.4753,82.4,51,75,4.61,PK,1618861977
265,banda aceh,40.2889,40.2889,46.44,91,30,9.66,RU,1618861978
266,banda aceh,12.9801,12.9801,56.62,52,0,14.45,LY,1618861927
267,banda aceh,-71.744,-71.744,88.54,44,38,20.0,DO,1618861979
268,banda aceh,-49.6678,-49.6678,32.43,88,100,12.62,GL,1618861979
269,banda aceh,57.7,57.7,77.0,94,40,3.44,MU,1618861980
270,banda aceh,26.4,26.4,45.0,64,100,1.99,RO,1618861980
271,banda aceh,44.4451,44.4451,32.36,71,8,4.29,RU,1618861980
272,banda aceh,77.0586,77.0586,90.57,17,35,7.94,IN,1618861981
273,banda aceh,-55.5181,-55.5181,79.27,78,100,2.68,BR,1618861981
274,banda aceh,128.8694,128.8694,-8.07,100,86,3.33,RU,1618861982
275,banda aceh,14.9667,14.9667,78.28,24,64,10.96,NA,1618861982
276,banda aceh,37.3321,37.3321,81.46,68,0,6.31,SD,1618861982
277,banda aceh,-27.9833,-27.9833,62.31,83,99,6.02,PT,1618861983
278,banda aceh,145.575,145.575,40.5,80,1,16.75,JP,1618861983
279,banda aceh,57.5167,57.5167,77.0,94,40,3.44,MU,1618861984
280,banda aceh,68.9678,68.9678,80.8,77,100,14.97,IN,1618861984
281,banda aceh,-2.9984,-2.9984,53.01,62,100,4.61,GB,1618861985
282,banda aceh,5.0328,5.0328,51.8,58,0,18.41,NO,1618861985
283,banda aceh,15.1594,15.1594,70.48,63,85,11.21,NA,1618861985
284,banda aceh,34.7642,34.7642,84.99,38,100,6.62,IL,1618861986
285,banda aceh,-52.5817,-52.5817,81.23,74,38,2.13,BR,1618861986
286,banda aceh,5.2692,5.2692,100.4,16,0,2.3,NE,1618861987
287,banda aceh,173.1667,173.1667,62.8,94,100,17.9,NZ,1618861987
288,banda aceh,16.15,16.15,66.69,37,1,9.89,NA,1618861987
289,banda aceh,-173.3,-173.3,28.4,64,0,6.71,RU,1618861988
290,banda aceh,125.2833,125.2833,69.71,67,4,20.87,JP,1618861988
291,banda aceh,141.2906,141.2906,72.86,99,100,1.39,PG,1618861988
292,banda aceh,92.75,92.75,81.21,74,100,3.83,IN,1618861989
293,banda aceh,77.9838,77.9838,58.17,52,91,9.22,KZ,1618861989
294,banda aceh,4.1198,4.1198,57.88,61,100,6.76,DZ,1618861990
295,banda aceh,-135.0107,-135.0107,42.8,45,84,3.44,CA,1618861990
296,banda aceh,167.6833,167.6833,51.01,79,4,5.99,NZ,1618861990
297,banda aceh,-104.8678,-104.8678,37.99,38,90,12.66,CA,1618861932
298,banda aceh,169.2667,169.2667,80.08,83,39,3.0,VU,1618861991
299,banda aceh,-75.4557,-75.4557,59.0,36,90,13.8,US,1618861940
300,banda aceh,42.9566,42.9566,68.0,68,90,4.61,GE,1618861992
301,banda aceh,74.1333,74.1333,80.6,81,34,6.46,IN,1618861992
302,banda aceh,-6.1219,-6.1219,97.5,11,2,4.81,ML,1618861993
303,banda aceh,121.36,121.36,55.99,68,100,2.59,CN,1618861993
304,banda aceh,-72.0662,-72.0662,53.6,50,75,5.75,CL,1618861993
305,banda aceh,178.4167,178.4167,15.75,83,2,3.87,RU,1618861994
306,banda aceh,103.5333,103.5333,71.62,97,83,2.39,ID,1618861994
307,banda aceh,29.0,29.0,57.88,56,0,4.12,ZW,1618861994
308,banda aceh,24.6667,24.6667,77.54,11,0,0.72,SD,1618861995
309,banda aceh,75.2418,75.2418,16.43,79,10,5.79,RU,1618862000
310,banda aceh,-97.5169,-97.5169,69.01,59,90,9.22,US,1618862001
311,banda aceh,-103.8511,-103.8511,37.4,35,100,8.05,CA,1618862001
312,banda aceh,12.6934,12.6934,44.6,81,0,11.5,NO,1618862002
313,banda aceh,-67.5,-67.5,71.6,35,75,18.41,AR,1618861771
314,banda aceh,84.05,84.05,82.2,84,91,8.23,IN,1618862002
315,banda aceh,-23.7142,-23.7142,36.16,59,66,16.55,IS,1618862003
316,banda aceh,-122.4286,-122.4286,66.99,87,1,9.22,US,1618862003
317,banda aceh,173.8833,173.8833,60.64,94,100,10.02,NZ,1618862004
318,banda aceh,134.2556,134.2556,77.0,94,75,7.99,PW,1618862004
319,banda aceh,-135.33,-135.33,53.6,66,20,3.44,US,1618862004
320,banda aceh,-92.4215,-92.4215,91.4,52,20,10.36,MX,1618862005
321,banda aceh,-64.1775,-64.1775,82.44,63,99,20.96,VE,1618862001
322,banda aceh,80.0,80.0,55.87,58,74,8.97,KZ,1618862005
323,banda aceh,14.7533,14.7533,68.95,93,100,3.94,CG,1618862006
324,banda aceh,75.0167,75.0167,48.04,64,71,2.35,IN,1618862006
325,banda aceh,87.75,87.75,82.99,35,0,7.76,IN,1618862006
326,banda aceh,31.1837,31.1837,89.6,31,0,11.5,EG,1618862007
327,banda aceh,116.1602,116.1602,77.0,88,20,4.61,MY,1618862007
328,banda aceh,-17.3389,-17.3389,41.0,48,40,12.66,IS,1618862008
329,banda aceh,80.4833,80.4833,88.12,13,2,3.06,IN,1618862008
330,banda aceh,39.5131,39.5131,35.92,95,80,17.47,RU,1618862008
331,banda aceh,-70.7581,-70.7581,79.11,32,0,8.66,CL,1618861740
332,banda aceh,32.0377,32.0377,73.56,78,12,20.09,ZA,1618862010
333,banda aceh,-81.7165,-81.7165,53.6,50,100,12.66,CA,1618861766
334,banda aceh,16.4901,16.4901,90.1,6,21,7.0,TD,1618862010
335,banda aceh,36.8883,36.8883,73.4,88,40,4.61,MZ,1618862011
336,banda aceh,15.0776,15.0776,50.0,40,3,4.61,SE,1618862011
337,banda aceh,147.2712,147.2712,81.27,77,98,7.25,PG,1618862012
338,banda aceh,179.3167,179.3167,21.61,92,51,5.73,RU,1618862012
339,banda aceh,135.3667,135.3667,50.77,68,0,5.21,JP,1618862013
340,banda aceh,68.7842,68.7842,66.9,36,100,3.2,UZ,1618862013
341,banda aceh,-78.1169,-78.1169,96.8,26,20,17.27,CU,1618862014
342,banda aceh,127.4739,127.4739,-0.26,97,100,6.02,RU,1618862014
343,banda aceh,120.6062,120.6062,56.77,72,99,6.06,CN,1618862014
344,banda aceh,-52.95,-52.95,78.89,83,98,9.89,GF,1618862015
345,banda aceh,-63.5497,-63.5497,90.95,36,100,14.92,VE,1618862015
346,banda aceh,29.7333,29.7333,42.44,91,53,6.51,BY,1618862015
347,banda aceh,158.6483,158.6483,37.4,93,90,22.37,RU,1618862016
348,banda aceh,23.3716,23.3716,60.85,86,100,14.32,ZA,1618862016
349,banda aceh,22.6814,22.6814,65.95,55,100,5.79,ZM,1618862017
350,banda aceh,-72.3287,-72.3287,64.0,34,90,8.05,US,1618862017
351,banda aceh,12.3739,12.3739,46.4,71,75,2.3,CZ,1618862018
352,banda aceh,18.6,18.6,71.04,97,100,0.89,CD,1618862018
353,banda aceh,7.3667,7.3667,48.2,81,97,5.75,FR,1618862018
354,banda aceh,164.0167,164.0167,78.53,81,15,15.41,NC,1618862019
355,banda aceh,158.6667,158.6667,36.81,62,100,22.7,RU,1618862019
356,banda aceh,-73.414,-73.414,59.0,47,90,17.27,US,1618862019
357,banda aceh,36.2,36.2,73.4,60,40,4.61,TR,1618862020
358,banda aceh,-105.7677,-105.7677,35.6,44,75,14.97,CA,1618862026
359,banda aceh,135.4706,135.4706,50.0,82,0,1.01,JP,1618862026
360,banda aceh,-122.7002,-122.7002,50.0,32,1,5.75,CA,1618862026
